card_1,card_2,weight
Sunborne Val'kyr,Giggling Inventor,1
Sunborne Val'kyr,Glacial Shard,1
Sunborne Val'kyr,Green Jelly,1
Sunborne Val'kyr,Hench-Clan Thug,1
Sunborne Val'kyr,Hex,1
Sunborne Val'kyr,Holy Nova,1
Sunborne Val'kyr,Leeroy Jenkins,1
Sunborne Val'kyr,Lone Champion,1
Sunborne Val'kyr,Militia Commander,1
Sunborne Val'kyr,Missile Launcher,1
Sunborne Val'kyr,Mortal Coil,1
Sunborne Val'kyr,Omega Assembly,1
Sunborne Val'kyr,Omega Defender,1
Sunborne Val'kyr,Power of the Wild,1
Sunborne Val'kyr,Pterrordax Hatchling,1
Sunborne Val'kyr,Raid Leader,1
Sunborne Val'kyr,Ravasaur Runt,1
Sunborne Val'kyr,Ravencaller,1
Sunborne Val'kyr,Rockpool Hunter,1
Sunborne Val'kyr,Shadow Bolt,1
Sunborne Val'kyr,Shroom Brewer,1
Sunborne Val'kyr,Silver Hand Recruit,1
Sunborne Val'kyr,Spark,1
Sunborne Val'kyr,Spring Rocket,1
Sunborne Val'kyr,Stoneskin Basilisk,1
Sunborne Val'kyr,Swift Messenger,1
Sunborne Val'kyr,Tanglefur Mystic,1
Sunborne Val'kyr,Thoughtsteal,1
Sunborne Val'kyr,Ticket Scalper,1
Sunborne Val'kyr,Tortollan Forager,1
Sunborne Val'kyr,Tortollan Shellraiser,1
Sunborne Val'kyr,Town Crier,1
Sunborne Val'kyr,Voltaic Burst,1
Sunborne Val'kyr,Voodoo Doll,1
Sunborne Val'kyr,Warpath,1
Sunborne Val'kyr,Windfury Harpy,1
Sunfury Protector,Arcane Tyrant,1
Sunfury Protector,Argent Commander,1
Sunfury Protector,Bloodreaver Gul'dan,1
Sunfury Protector,Crystalline Oracle,1
Sunfury Protector,Crystallizer,1
Sunfury Protector,Death Grip,1
Sunfury Protector,Deathspeaker,1
Sunfury Protector,Defender of Argus,1
Sunfury Protector,Dire Wolf Alpha,1
Sunfury Protector,Earthen Ring Farseer,1
Sunfury Protector,Fungalmancer,1
Sunfury Protector,Galvanizer,1
Sunfury Protector,Giant Wasp,1
Sunfury Protector,Gluttonous Ooze,1
Sunfury Protector,Greater Amethyst Spellstone,1
Sunfury Protector,Houndmaster Shaw,1
Sunfury Protector,Hydrologist,1
Sunfury Protector,Kobold Librarian,1
Sunfury Protector,Loatheb,1
Sunfury Protector,Lost in the Jungle,1
Sunfury Protector,Meat Wagon,1
Sunfury Protector,Mortal Coil,1
Sunfury Protector,Mossy Horror,1
Sunfury Protector,Power Overwhelming,1
Sunfury Protector,Purifier's Maul,1
Sunfury Protector,Ragnaros the Firelord,1
Sunfury Protector,Shadow Madness,1
Sunfury Protector,Sheep,1
Sunfury Protector,Shiv,1
Sunfury Protector,Thoughtsteal,1
Sunfury Protector,Tracking,1
Sunfury Protector,Volatile Elemental,1
Sunfury Protector,Water Elemental,1
Sunfury Protector,Whirliglider,1
Sunkeeper Tarim,Acolyte of Pain,1
Sunkeeper Tarim,Aldor Peacekeeper,1
Sunkeeper Tarim,Annoy-o-Module,1
Sunkeeper Tarim,Anti-Magic Shell,1
Sunkeeper Tarim,Argent Protector,1
Sunkeeper Tarim,Argent Squire,1
Sunkeeper Tarim,Banana Buffoon,1
Sunkeeper Tarim,Baron Geddon,1
Sunkeeper Tarim,Bluegill Warrior,1
Sunkeeper Tarim,Boisterous Bard,1
Sunkeeper Tarim,Bonfire Elemental,1
Sunkeeper Tarim,Cavern Shinyfinder,1
Sunkeeper Tarim,Dead Ringer,1
Sunkeeper Tarim,Death Coil,1
Sunkeeper Tarim,Deathspeaker,1
Sunkeeper Tarim,Devilsaur Egg,1
Sunkeeper Tarim,Dirty Rat,1
Sunkeeper Tarim,Divine Favor,1
Sunkeeper Tarim,Dread Corsair,1
Sunkeeper Tarim,Drygulch Jailor,1
Sunkeeper Tarim,Elementary Reaction,1
Sunkeeper Tarim,Emperor Thaurissan,1
Sunkeeper Tarim,Explodinator,1
Sunkeeper Tarim,Firetree Witchdoctor,1
Sunkeeper Tarim,Flame Elemental,1
Sunkeeper Tarim,Flametongue Totem,1
Sunkeeper Tarim,Forgotten Torch,1
Sunkeeper Tarim,Frog,1
Sunkeeper Tarim,Frost Elemental,1
Sunkeeper Tarim,Frostwolf Warlord,1
Sunkeeper Tarim,Gluttonous Ooze,1
Sunkeeper Tarim,Hammer of Wrath,1
Sunkeeper Tarim,Happy Ghoul,1
Sunkeeper Tarim,Harrison Jones,1
Sunkeeper Tarim,Holy Smite,1
Sunkeeper Tarim,Hyldnir Frostrider,1
Sunkeeper Tarim,Kalimos,1
Sunkeeper Tarim,Knife Juggler,1
Sunkeeper Tarim,Lightning Bolt,1
Sunkeeper Tarim,Lightwarden,1
Sunkeeper Tarim,Maelstrom Portal,1
Sunkeeper Tarim,Meat Wagon,1
Sunkeeper Tarim,Mecha'thun,1
Sunkeeper Tarim,Mechwarper,1
Sunkeeper Tarim,Mossy Horror,1
Sunkeeper Tarim,Murkspark Eel,1
Sunkeeper Tarim,Murloc Tidecaller,1
Sunkeeper Tarim,Naturalize,1
Sunkeeper Tarim,Prismatic Lens,1
Sunkeeper Tarim,Raven Familiar,1
Sunkeeper Tarim,Reckless Flurry,1
Sunkeeper Tarim,Scavenging Hyena,1
Sunkeeper Tarim,Sea Giant,1
Sunkeeper Tarim,Shadow Bolt,1
Sunkeeper Tarim,Shadow Visions,1
Sunkeeper Tarim,Sheep,1
Sunkeeper Tarim,Shrink Ray,1
Sunkeeper Tarim,Sindragosa,1
Sunkeeper Tarim,Skulking Geist,1
Sunkeeper Tarim,Snake Trap,1
Sunkeeper Tarim,Spiritsinger Umbra,1
Sunkeeper Tarim,Steam Surger,1
Sunkeeper Tarim,Stonehill Defender,1
Sunkeeper Tarim,Storm Chaser,1
Sunkeeper Tarim,Stormwind Champion,1
Sunkeeper Tarim,Swipe,1
Sunkeeper Tarim,Tar Creeper,1
Sunkeeper Tarim,Unstable Evolution,1
Sunkeeper Tarim,Voltaic Burst,1
Sunkeeper Tarim,Wargear,1
Sunkeeper Tarim,Wax Elemental,1
Sunkeeper Tarim,Wild Growth,1
Sunkeeper Tarim,Witch's Cauldron,1
Sunwalker,Acherus Veteran,1
Sunwalker,Acidic Swamp Ooze,1
Sunwalker,Amethyst Spellstone,1
Sunwalker,Arcane Artificer,1
Sunwalker,Arcane Intellect,1
Sunwalker,Arcane Keysmith,1
Sunwalker,Argent Horserider,1
Sunwalker,Astromancer,1
Sunwalker,Auchenai Soulpriest,1
Sunwalker,Baron Geddon,1
Sunwalker,Big Game Hunter,1
Sunwalker,Bittertide Hydra,1
Sunwalker,Black Cat,1
Sunwalker,Blood Knight,1
Sunwalker,Bone Drake,1
Sunwalker,Bonemare,1
Sunwalker,Branching Paths,1
Sunwalker,Brawl,1
Sunwalker,Bronze Gatekeeper,1
Sunwalker,Cavern Shinyfinder,1
Sunwalker,Charged Devilsaur,1
Sunwalker,Cheat Death,1
Sunwalker,Cinderstorm,1
Sunwalker,Circle of Healing,1
Sunwalker,Cobalt Scalebane,1
Sunwalker,Consecration,1
Sunwalker,Coppertail Imposter,1
Sunwalker,Corrosive Sludge,1
Sunwalker,Deathspeaker,1
Sunwalker,Despicable Dreadlord,1
Sunwalker,Direhorn Hatchling,1
Sunwalker,Doubling Imp,1
Sunwalker,Dread Infernal,1
Sunwalker,Eggnapper,1
Sunwalker,Elise the Trailblazer,1
Sunwalker,Eternium Rover,1
Sunwalker,Fallen Sun Cleric,1
Sunwalker,Fan of Knives,1
Sunwalker,Fire Elemental,1
Sunwalker,Flanking Strike,1
Sunwalker,Frog,1
Sunwalker,Frostbolt,1
Sunwalker,Frostwolf Warlord,1
Sunwalker,Giant Mastodon,1
Sunwalker,Gilded Gargoyle,1
Sunwalker,Gnomeferatu,1
Sunwalker,Greater Amethyst Spellstone,1
Sunwalker,Guild Recruiter,1
Sunwalker,Hadronox,1
Sunwalker,Harvest Golem,1
Sunwalker,Hellfire,1
Sunwalker,Hex,1
Sunwalker,Holy Nova,1
Sunwalker,Houndmaster Shaw,1
Sunwalker,Igneous Elemental,1
Sunwalker,Lab Recruiter,1
Sunwalker,Leeroy Jenkins,1
Sunwalker,Lightwarden,1
Sunwalker,Loatheb,1
Sunwalker,Lone Champion,1
Sunwalker,Lord Godfrey,1
Sunwalker,Meteor,1
Sunwalker,Microtech Controller,1
Sunwalker,Mirror Image,1
Sunwalker,Murloc Tidecaller,1
Sunwalker,Noble Sacrifice,1
Sunwalker,Omega Medic,1
Sunwalker,Oondasta,1
Sunwalker,Phantom Militia,1
Sunwalker,Plated Beetle,1
Sunwalker,Polymorph,1
Sunwalker,Potion of Heroism,1
Sunwalker,Primordial Drake,1
Sunwalker,Prince Keleseth,1
Sunwalker,Pterrordax Hatchling,1
Sunwalker,Questing Adventurer,1
Sunwalker,Ravencaller,1
Sunwalker,Rockbiter Weapon,1
Sunwalker,Rusty Recycler,1
Sunwalker,Sap,1
Sunwalker,Savage Roar,1
Sunwalker,Sea Giant,1
Sunwalker,Sen'jin Shieldmasta,1
Sunwalker,Shadow Ascendant,1
Sunwalker,Shadow Bolt,1
Sunwalker,Shadow Madness,1
Sunwalker,Shadow Visions,1
Sunwalker,Shattered Sun Cleric,1
Sunwalker,Sheep,1
Sunwalker,Shield Block,1
Sunwalker,Shooting Star,1
Sunwalker,Sleepy Dragon,1
Sunwalker,Sonya Shadowdancer,1
Sunwalker,Sorcerer's Apprentice,1
Sunwalker,Soulfire,1
Sunwalker,Spellbreaker,1
Sunwalker,Spiteful Summoner,1
Sunwalker,Spreading Plague,1
Sunwalker,Squashling,1
Sunwalker,Steel Rager,1
Sunwalker,Sunwalker,1
Sunwalker,Swipe,1
Sunwalker,Tar Lord,1
Sunwalker,The Lich King,1
Sunwalker,Tortollan Forager,1
Sunwalker,Tortollan Shellraiser,1
Sunwalker,Tundra Rhino,1
Sunwalker,Unleash the Hounds,1
Sunwalker,Upgradeable Framebot,1
Sunwalker,Uther of the Ebon Blade,1
Sunwalker,Valeera the Hollow,1
Sunwalker,Venomstrike Trap,1
Sunwalker,Vinecleaver,1
Sunwalker,Voidlord,1
Sunwalker,Volatile Elemental,1
Sunwalker,Volcanosaur,1
Sunwalker,Voodoo Doll,1
Sunwalker,Witch's Cauldron,1
Sunwalker,Witchwood Grizzly,1
Sunwalker,Ysera,1
Supercollider,Alexstrasza,1
Supercollider,Amani Berserker,1
Supercollider,Arcanite Reaper,1
Supercollider,Argent Squire,1
Supercollider,Augmented Elekk,1
Supercollider,Azalina Soulthief,1
Supercollider,Backstab,1
Supercollider,Blackwald Pixie,1
Supercollider,Boisterous Bard,1
Supercollider,Candleshot,1
Supercollider,Carnivorous Cube,1
Supercollider,Charged Devilsaur,1
Supercollider,Clockwork Automaton,1
Supercollider,Corrosive Sludge,1
Supercollider,Crackling Razormaw,1
Supercollider,Cursed Disciple,1
Supercollider,Deathspeaker,1
Supercollider,Deranged Doctor,1
Supercollider,Doom Pact,1
Supercollider,Dragon Roar,1
Supercollider,Dragonslayer,1
Supercollider,Dread Infernal,1
Supercollider,Drywhisker Armorer,1
Supercollider,Duskbreaker,1
Supercollider,Execute,1
Supercollider,Explodinator,1
Supercollider,Faceless Manipulator,1
Supercollider,Fan of Knives,1
Supercollider,Fire Fly,1
Supercollider,Fire Plume's Heart,1
Supercollider,Fire Plume Phoenix,1
Supercollider,Flanking Strike,1
Supercollider,Freezing Trap,1
Supercollider,Frostbolt,1
Supercollider,Fungal Enchanter,1
Supercollider,Furious Ettin,1
Supercollider,Giant Mastodon,1
Supercollider,Harrison Jones,1
Supercollider,Harvest Golem,1
Supercollider,Hyldnir Frostrider,1
Supercollider,Kirin Tor Mage,1
Supercollider,Kobold Apprentice,1
Supercollider,Loot Hoarder,1
Supercollider,Maelstrom Portal,1
Supercollider,Mecha'thun,1
Supercollider,Mechanical Whelp,1
Supercollider,Mecharoo,1
Supercollider,Menacing Nimbus,1
Supercollider,Nesting Roc,1
Supercollider,Nightmare Amalgam,1
Supercollider,Nourish,1
Supercollider,Oaken Summons,1
Supercollider,Oondasta,1
Supercollider,Plated Beetle,1
Supercollider,Primordial Glyph,1
Supercollider,Prince Keleseth,1
Supercollider,Psychic Scream,1
Supercollider,Pyromaniac,1
Supercollider,Scavenging Hyena,1
Supercollider,Seaforium Bomber,1
Supercollider,Sen'jin Shieldmasta,1
Supercollider,Shadow Word: Death,1
Supercollider,Shadowreaper Anduin,1
Supercollider,Shattered Sun Cleric,1
Supercollider,Sheep,1
Supercollider,Shiv,1
Supercollider,SI:7 Agent,1
Supercollider,Skaterbot,1
Supercollider,Sludge Belcher,1
Supercollider,Sorcerer's Apprentice,1
Supercollider,Soul Infusion,1
Supercollider,Spark,1
Supercollider,Spellbreaker,1
Supercollider,Spring Rocket,1
Supercollider,Stegodon,1
Supercollider,Sulfuras,1
Supercollider,Sunborne Val'kyr,1
Supercollider,Tanglefur Mystic,1
Supercollider,The Lich King,1
Supercollider,Thunderhead,1
Supercollider,Tortollan Shellraiser,1
Supercollider,Unpowered Steambot,1
Supercollider,Upgradeable Framebot,1
Supercollider,Venomizer,1
Supercollider,Vicious Scalehide,1
Supercollider,Vinecleaver,1
Supercollider,Violet Wurm,1
Supercollider,Void Ripper,1
Supercollider,Voidlord,1
Supercollider,Volcanosaur,1
Supercollider,Vulgar Homunculus,1
Supercollider,Ysera,1
Supercollider,Zola the Gorgon,1
Swashburglar,Ancestral Knowledge,1
Swashburglar,Bearshark,1
Swashburglar,Blessing of Wisdom,1
Swashburglar,Blightnozzle Crawler,1
Swashburglar,Bloodsail Corsair,1
Swashburglar,Bloodsail Raider,1
Swashburglar,Cheap Shot,1
Swashburglar,Cogmaster,1
Swashburglar,Coldlight Oracle,1
Swashburglar,Counterspell,1
Swashburglar,Crystal Core,1
Swashburglar,Cutthroat Buccaneer,1
Swashburglar,Darkbomb,1
Swashburglar,Deathlord,1
Swashburglar,Deathspeaker,1
Swashburglar,Drywhisker Armorer,1
Swashburglar,Dyn-o-matic,1
Swashburglar,Edwin VanCleef,1
Swashburglar,Fandral Staghelm,1
Swashburglar,Far Sight,1
Swashburglar,Ferocious Howl,1
Swashburglar,Frostbolt,1
Swashburglar,Glacial Shard,1
Swashburglar,Gnomeferatu,1
Swashburglar,Hallucination,1
Swashburglar,Healing Rain,1
Swashburglar,Inner Fire,1
Swashburglar,Jade Spirit,1
Swashburglar,Lab Recruiter,1
Swashburglar,Leeroy Jenkins,1
Swashburglar,Lesser Diamond Spellstone,1
Swashburglar,Lesser Jasper Spellstone,1
Swashburglar,Mad Scientist,1
Swashburglar,Malfurion the Pestilent,1
Swashburglar,Mountain Giant,1
Swashburglar,Novice Engineer,1
Swashburglar,Power Word: Shield,1
Swashburglar,Raiding Party,1
Swashburglar,Razorpetal,1
Swashburglar,Saronite Chain Gang,1
Swashburglar,Shadow Visions,1
Swashburglar,Shadow Word: Horror,1
Swashburglar,Shadow Word: Pain,1
Swashburglar,Shadowstep,1
Swashburglar,Sindragosa,1
Swashburglar,Sprint,1
Swashburglar,Supercollider,1
Swashburglar,Terrorscale Stalker,1
Swashburglar,Test Subject,1
Swashburglar,The Soularium,1
Swashburglar,Unbound Elemental,1
Swashburglar,Vanish,1
Swashburglar,Vicious Scalehide,1
Swashburglar,Void Ripper,1
Swashburglar,Voidwalker,1
Swashburglar,Wild Growth,1
Swashburglar,Witch's Cauldron,1
Swashburglar,Zap!,1
Swift Messenger,Amani Berserker,1
Swift Messenger,Amani War Bear,1
Swift Messenger,Amethyst Spellstone,1
Swift Messenger,Arcane Missiles,1
Swift Messenger,Arcanite Reaper,1
Swift Messenger,Arcanologist,1
Swift Messenger,Arena Fanatic,1
Swift Messenger,Barkskin,1
Swift Messenger,Blazecaller,1
Swift Messenger,Blessing of Wisdom,1
Swift Messenger,Blightnozzle Crawler,1
Swift Messenger,Blink Fox,1
Swift Messenger,Blood Razor,1
Swift Messenger,Bloodmage Thalnos,1
Swift Messenger,Boisterous Bard,1
Swift Messenger,Book of Specters,1
Swift Messenger,Branching Paths,1
Swift Messenger,Carnivorous Cube,1
Swift Messenger,Cheaty Anklebiter,1
Swift Messenger,Chillwind Yeti,1
Swift Messenger,Coppertail Imposter,1
Swift Messenger,Crackling Razormaw,1
Swift Messenger,Crystallizer,1
Swift Messenger,Cursed Disciple,1
Swift Messenger,Daring Fire-Eater,1
Swift Messenger,Dead Ringer,1
Swift Messenger,Death Coil,1
Swift Messenger,Defender of Argus,1
Swift Messenger,Defile,1
Swift Messenger,Demonic Project,1
Swift Messenger,Dire Frenzy,1
Swift Messenger,Doomguard,1
Swift Messenger,Dread Infernal,1
Swift Messenger,Earthen Might,1
Swift Messenger,Elven Minstrel,1
Swift Messenger,Emberscale Drake,1
Swift Messenger,Faithful Lumi,1
Swift Messenger,Fan of Knives,1
Swift Messenger,Fiery War Axe,1
Swift Messenger,Fireball,1
Swift Messenger,Flame Elemental,1
Swift Messenger,Gilded Gargoyle,1
Swift Messenger,Glow-Tron,1
Swift Messenger,Grim Necromancer,1
Swift Messenger,Guild Recruiter,1
Swift Messenger,Hallucination,1
Swift Messenger,Harvest Golem,1
Swift Messenger,Hex,1
Swift Messenger,Holy Nova,1
Swift Messenger,Holy Smite,1
Swift Messenger,Houndmaster Shaw,1
Swift Messenger,Hyldnir Frostrider,1
Swift Messenger,Inner Fire,1
Swift Messenger,Ironwood Golem,1
Swift Messenger,Kaboom Bot,1
Swift Messenger,King Mukla,1
Swift Messenger,Kobold Apprentice,1
Swift Messenger,Leeching Poison,1
Swift Messenger,Lifedrinker,1
Swift Messenger,Loot Hoarder,1
Swift Messenger,Mecharoo,1
Swift Messenger,Menacing Nimbus,1
Swift Messenger,Missile Launcher,1
Swift Messenger,Mortal Coil,1
Swift Messenger,Nightmare Amalgam,1
Swift Messenger,Oaken Summons,1
Swift Messenger,Piloted Reaper,1
Swift Messenger,Plated Beetle,1
Swift Messenger,Power Word: Shield,1
Swift Messenger,Primordial Drake,1
Swift Messenger,Psychic Scream,1
Swift Messenger,Pyromaniac,1
Swift Messenger,Pyros,1
Swift Messenger,Rabid Worgen,1
Swift Messenger,Raging Worgen,1
Swift Messenger,Razorpetal,1
Swift Messenger,Replicating Menace,1
Swift Messenger,Rockpool Hunter,1
Swift Messenger,Sap,1
Swift Messenger,Scavenging Hyena,1
Swift Messenger,Sea Giant,1
Swift Messenger,Seaforium Bomber,1
Swift Messenger,Sen'jin Shieldmasta,1
Swift Messenger,Shadow Ascendant,1
Swift Messenger,Shadow Visions,1
Swift Messenger,Shadow Word: Death,1
Swift Messenger,Shadowblade,1
Swift Messenger,Shiv,1
Swift Messenger,Shooting Star,1
Swift Messenger,Silver Hand Recruit,1
Swift Messenger,Skaterbot,1
Swift Messenger,Sleepy Dragon,1
Swift Messenger,Sound the Bells!,1
Swift Messenger,Southsea Deckhand,1
Swift Messenger,Spiteful Summoner,1
Swift Messenger,Starfall,1
Swift Messenger,Stegodon,1
Swift Messenger,Stitched Tracker,1
Swift Messenger,Stonetusk Boar,1
Swift Messenger,Sunfury Protector,1
Swift Messenger,Sunwalker,1
Swift Messenger,Supercollider,1
Swift Messenger,Test Subject,1
Swift Messenger,Ticket Scalper,1
Swift Messenger,Tortollan Shellraiser,1
Swift Messenger,Tuskarr Fisherman,1
Swift Messenger,Upgradeable Framebot,1
Swift Messenger,Wax Elemental,1
Swift Messenger,Weaponized Piñata,1
Swift Messenger,Woodcutter's Axe,1
Swift Messenger,Zilliax,1
Swipe,Animal Companion,1
Swipe,Arcane Artificer,1
Swipe,Arcane Intellect,1
Swipe,Argent Commander,1
Swipe,Azure Drake,1
Swipe,Backstab,1
Swipe,Barnes,1
Swipe,Blink Fox,1
Swipe,Bone Drake,1
Swipe,Candleshot,1
Swipe,Champion's Maul,1
Swipe,Charged Devilsaur,1
Swipe,Chief Inspector,1
Swipe,Cogmaster,1
Swipe,Coppertail Imposter,1
Swipe,Corpsetaker,1
Swipe,Counterspell,1
Swipe,Curious Glimmerroot,1
Swipe,Dead Ringer,1
Swipe,Deadly Poison,1
Swipe,Death Coil,1
Swipe,Devilsaur Egg,1
Swipe,Dragonhatcher,1
Swipe,Duskbreaker,1
Swipe,Eaglehorn Bow,1
Swipe,Earth Shock,1
Swipe,Eggnapper,1
Swipe,Explodinator,1
Swipe,Fire Fly,1
Swipe,Fire Plume Phoenix,1
Swipe,Fireball,1
Swipe,Flametongue Totem,1
Swipe,Flanking Strike,1
Swipe,Flash of Light,1
Swipe,Fungal Enchanter,1
Swipe,Giant Mastodon,1
Swipe,Gilded Gargoyle,1
Swipe,Injured Blademaster,1
Swipe,Jade Claws,1
Swipe,Kobold Apprentice,1
Swipe,Kobold Librarian,1
Swipe,Landscaping,1
Swipe,Leeroy Jenkins,1
Swipe,Lightwarden,1
Swipe,Loot Hoarder,1
Swipe,Mimic Pod,1
Swipe,Mirror Image,1
Swipe,Murloc Tidehunter,1
Swipe,N'Zoth,1
Swipe,Netherspite Historian,1
Swipe,Nightmare Amalgam,1
Swipe,Novice Engineer,1
Swipe,Pounce,1
Swipe,Primordial Glyph,1
Swipe,Prince Keleseth,1
Swipe,Psychic Scream,1
Swipe,Ravencaller,1
Swipe,Sacred Maul,1
Swipe,Scaleworm,1
Swipe,Seaforium Bomber,1
Swipe,Secretkeeper,1
Swipe,Shadow Bolt,1
Swipe,Ship's Cannon,1
Swipe,SI:7 Agent,1
Swipe,Southsea Captain,1
Swipe,Southsea Deckhand,1
Swipe,Spiteful Summoner,1
Swipe,Sprint,1
Swipe,Stoneskin Basilisk,1
Swipe,Tainted Zealot,1
Swipe,Terrorscale Stalker,1
Swipe,Tortollan Forager,1
Swipe,Tuskarr Fisherman,1
Swipe,Unpowered Steambot,1
Swipe,Void Ripper,1
Swipe,Voodoo Doctor,1
Swipe,Whirliglider,1
Swipe,Witch's Cauldron,1
Sylvanas Windrunner,Amara,1
Sylvanas Windrunner,Anti-Magic Shell,1
Sylvanas Windrunner,Archbishop Benedictus,1
Sylvanas Windrunner,Baleful Banker,1
Sylvanas Windrunner,Bluegill Warrior,1
Sylvanas Windrunner,Bone Drake,1
Sylvanas Windrunner,Brawl,1
Sylvanas Windrunner,Candleshot,1
Sylvanas Windrunner,Carnivorous Cube,1
Sylvanas Windrunner,Coldlight Oracle,1
Sylvanas Windrunner,Darkbomb,1
Sylvanas Windrunner,Dead Ringer,1
Sylvanas Windrunner,Death and Decay,1
Sylvanas Windrunner,Death Grip,1
Sylvanas Windrunner,Deathstalker Rexxar,1
Sylvanas Windrunner,Defender of Argus,1
Sylvanas Windrunner,Defile,1
Sylvanas Windrunner,Deranged Doctor,1
Sylvanas Windrunner,Doomsayer,1
Sylvanas Windrunner,Duskbreaker,1
Sylvanas Windrunner,Elven Minstrel,1
Sylvanas Windrunner,Explosive Sheep,1
Sylvanas Windrunner,Fan of Knives,1
Sylvanas Windrunner,Fireball,1
Sylvanas Windrunner,Flamestrike,1
Sylvanas Windrunner,Frog,1
Sylvanas Windrunner,Furious Ettin,1
Sylvanas Windrunner,Galvanizer,1
Sylvanas Windrunner,Hadronox,1
Sylvanas Windrunner,Holy Water,1
Sylvanas Windrunner,Kabal Talonpriest,1
Sylvanas Windrunner,Kobold Librarian,1
Sylvanas Windrunner,Lesser Amethyst Spellstone,1
Sylvanas Windrunner,Lesser Diamond Spellstone,1
Sylvanas Windrunner,Lightning Storm,1
Sylvanas Windrunner,Loot Hoarder,1
Sylvanas Windrunner,Mal'Ganis,1
Sylvanas Windrunner,Mirror Image,1
Sylvanas Windrunner,Mountain Giant,1
Sylvanas Windrunner,Murkspark Eel,1
Sylvanas Windrunner,Murloc Warleader,1
Sylvanas Windrunner,Nourish,1
Sylvanas Windrunner,Open the Waygate,1
Sylvanas Windrunner,Play Dead,1
Sylvanas Windrunner,Polymorph,1
Sylvanas Windrunner,Preparation,1
Sylvanas Windrunner,Psychic Scream,1
Sylvanas Windrunner,Reno Jackson,1
Sylvanas Windrunner,Rotten Applebaum,1
Sylvanas Windrunner,Shadow Word: Death,1
Sylvanas Windrunner,Shadowreaper Anduin,1
Sylvanas Windrunner,Shroom Brewer,1
Sylvanas Windrunner,Southsea Captain,1
Sylvanas Windrunner,Spirit Lash,1
Sylvanas Windrunner,Spiritsinger Umbra,1
Sylvanas Windrunner,Stonehill Defender,1
Sylvanas Windrunner,The Lich King,1
Sylvanas Windrunner,Thing from Below,1
Sylvanas Windrunner,Tortollan Shellraiser,1
Sylvanas Windrunner,Vilespine Slayer,1
Sylvanas Windrunner,Vivid Nightmare,1
Sylvanas Windrunner,Voidcaller,1
Sylvanas Windrunner,Voidlord,1
Sylvanas Windrunner,Volatile Elemental,1
Sylvanas Windrunner,Voodoo Doll,1
Sylvanas Windrunner,Zerek's Cloning Gallery,1
Sylvanas Windrunner,Zola the Gorgon,1
Tainted Zealot,Amethyst Spellstone,1
Tainted Zealot,Arcane Intellect,1
Tainted Zealot,Arcane Missiles,1
Tainted Zealot,Arena Fanatic,1
Tainted Zealot,Argent Horserider,1
Tainted Zealot,Backstab,1
Tainted Zealot,Bittertide Hydra,1
Tainted Zealot,Blackwald Pixie,1
Tainted Zealot,Bonemare,1
Tainted Zealot,Book of Specters,1
Tainted Zealot,Branching Paths,1
Tainted Zealot,Cabal Shadow Priest,1
Tainted Zealot,Celestial Emissary,1
Tainted Zealot,Cheap Shot,1
Tainted Zealot,Cheat Death,1
Tainted Zealot,Chillwind Yeti,1
Tainted Zealot,Cinderstorm,1
Tainted Zealot,Coffin Crasher,1
Tainted Zealot,Cosmic Anomaly,1
Tainted Zealot,Dead Ringer,1
Tainted Zealot,Deadly Shot,1
Tainted Zealot,Deathspeaker,1
Tainted Zealot,Demonic Project,1
Tainted Zealot,Dread Infernal,1
Tainted Zealot,Earthen Might,1
Tainted Zealot,Fan of Knives,1
Tainted Zealot,Fire Plume Phoenix,1
Tainted Zealot,Fireball,1
Tainted Zealot,Furious Ettin,1
Tainted Zealot,Giggling Inventor,1
Tainted Zealot,Kaboom Bot,1
Tainted Zealot,Kobold Apprentice,1
Tainted Zealot,Lesser Amethyst Spellstone,1
Tainted Zealot,Lifedrinker,1
Tainted Zealot,Lightning Storm,1
Tainted Zealot,Loot Hoarder,1
Tainted Zealot,Mass Hysteria,1
Tainted Zealot,Mirror Entity,1
Tainted Zealot,Mossy Horror,1
Tainted Zealot,Necrium Blade,1
Tainted Zealot,Plated Beetle,1
Tainted Zealot,Primordial Drake,1
Tainted Zealot,Primordial Glyph,1
Tainted Zealot,Ravencaller,1
Tainted Zealot,Rockbiter Weapon,1
Tainted Zealot,Scavenging Hyena,1
Tainted Zealot,Sea Giant,1
Tainted Zealot,Seance,1
Tainted Zealot,Siphon Soul,1
Tainted Zealot,Skull of the Man'ari,1
Tainted Zealot,Snake Trap,1
Tainted Zealot,Spark,1
Tainted Zealot,Starfall,1
Tainted Zealot,Steel Rager,1
Tainted Zealot,Swift Messenger,1
Tainted Zealot,Tainted Zealot,1
Tainted Zealot,Tar Creeper,1
Tainted Zealot,Tar Lurker,1
Tainted Zealot,Tuskarr Fisherman,1
Tainted Zealot,Unstable Evolution,1
Tainted Zealot,Warpath,1
Tainted Zealot,Wax Elemental,1
Tainted Zealot,Wild Growth,1
Tanglefur Mystic,Academic Espionage,1
Tanglefur Mystic,Arcane Dynamo,1
Tanglefur Mystic,Arcane Intellect,1
Tanglefur Mystic,Arcane Keysmith,1
Tanglefur Mystic,Arfus,1
Tanglefur Mystic,Argent Commander,1
Tanglefur Mystic,Argent Protector,1
Tanglefur Mystic,Argent Squire,1
Tanglefur Mystic,Baited Arrow,1
Tanglefur Mystic,Bearshark,1
Tanglefur Mystic,Bittertide Hydra,1
